id,type,text1,text2,text3,text4,notes,Column 08
Ac_arc,SHIP,"A legacy of the AI fleets developed by Tri-Tachyon Corporation. Strictly banned by the Domain (and subsequently the Hegemony), and deeply despised by the Church of Galactic Redemption at the time, the First AI War witnessed the complete purging of autonomous warships from the sector. At least, that is how official history records it.

The Photonic Arc-class is a destroyer that perfectly fits the fearsome combat nature of artificial intelligence. It features mounts that rival most destroyers and even a few cruisers, along with excellent straight-line speed. En masse, Photonic Arc-class destroyers are typically more fearsome than a similar-sized Brilliant-class, as most crewed ships cannot protect themselves against the onslaught of such autonomous wolfpacks.

Interestingly, like the Glimmer-class, the Photonic Arc-class was designed and mass-produced by the Remnant Nexus during the Second AI War, bearing a similarly strong exotic style... as if we have seen this design somewhere before.",,,,,
,,,,,,,
Ac_doom,SHIP,A modified ship of unknown origin. The hull design details are similar to many entries strictly regulated by COMSEC.,,,,,
Ac_harbinger,SHIP,A modified ship of unknown origin. The hull design details are similar to many entries strictly regulated by COMSEC.,,,,,
Ac_afflictor,SHIP,A modified ship of unknown origin. The hull design details are similar to many entries strictly regulated by COMSEC.,,,,,
Ac_shade,SHIP,A modified ship of unknown origin. The hull design details are similar to many entries strictly regulated by COMSEC.,,,,,
,,,,,,,
Ac_frigate1,SHIP,"On the surface, this warship is merely a variant of a classic Remnant design, but the integrated crew quarters tell you it is not that simple. This ship is managed by a replica of an instance named 'Alice', and its performance parameters have been adjusted to Core Era standards for a single purpose: serving in any future conflict that might occur.

The Glimmer (AC)-class is the smallest of the vessels managed by Alice. It is an integration of the Centurion and Glimmer classes, losing small synergy mounts in exchange for upgrades to other mounts and high-level protection. Obviously, this prototype design has various deficiencies, but if used correctly, it remains a qualified line frigate.

""...We had no choice but to take the initiative, using these invaders' hulls as a means of counterattack. 'Alice' tends to give these ships higher survivability and long-range firepower to allow us to avoid unfavorable battles while launching effective counter-strikes, hoping it can bring some color of hope to our bleak prospects."" — Recovered data fragment from planet Ces Cyclops",,,,,
Ac_destroyer1,SHIP,"On the surface, this warship is merely a variant of a classic Remnant design, but the integrated crew quarters tell you it is not that simple. This ship is managed by a replica of an instance named 'Alice', and its performance parameters have been adjusted to Core Era standards for a single purpose: serving in any future conflict that might occur.

The Lumen (AC)-class is the second ship class controlled by the Alice instance. Unlike the strike-focused prototype, it features hybrid weapon mounts similar to a cruiser's and enhanced engines, along with a sturdier hull. The price paid is a relatively high deployment cost for a destroyer and a weaker shield. This destroyer is best suited for engaging same-class or smaller vessels from a safe distance, while its powerful engines allow it to maneuver away when larger ships approach.

""...The results are pleasant. In theory, this hull can possess firepower close to a cruiser. We are currently trying to find component expansion methods that do not affect engine performance. I know this keeps the deployment cost of this variant high, but we absolutely need a sufficiently reliable light warship."" — Recovered data fragment from planet Ces Cyclops",,,,,
Ac_cruiser1,SHIP,"On the surface, this warship is merely a variant of a classic Remnant design, but the integrated crew quarters tell you it is not that simple. This ship is managed by a replica of an instance named 'Alice', and its performance parameters have been adjusted to Core Era standards for a single purpose: serving in any future conflict that might occur.

The Brilliant (AC)-class is the star of the Alice Protocol series. Unlike the prototype, which is constrained by fitting limitations and shipsystem issues, this refitted cruiser boasts a heavy weapon array terrifying to the whole sector, alongside mobility that most heavy cruisers could only dream of. Without a doubt, this heavy cruiser is the backbone of the series, possessing incomparable tactical value.

""...RDDUS-Daedalus will make contact with target Gulf as planned. The support fleet is silent in the ring of the fourth quadrant... We have never had such a moment of joy. This battle will determine whether we can counterattack the target system and reach the place where the invaders are."" — Recovered data fragment from planet Ces Cyclops",,,,,
Ac_cruiser2,SHIP,"On the surface, this warship is merely a variant of a classic Remnant design, but the integrated crew quarters tell you it is not that simple. This ship is managed by a replica of an instance named 'Alice', and its performance parameters have been adjusted to Core Era standards for a single purpose: serving in any future conflict that might occur.

The Scintilla (AC)-class has the highest survivability among its class in the Alice Protocol series. Its appearance is surprisingly unmodified, but it has received complete upgrades to its weapon mounts and armor plating, and is fitted with the same damper field generator as the Glimmer (AC). This heavy cruiser possesses top-tier pressure-absorption capability and all-range heavy firepower comparable to classic assault cruisers. Although it lacks the mobility and strike capability of the Brilliant (AC), its existence likely indicates a revision of its creator's fleet doctrine.

""...I must admit that we are 'back to square one'. The invaders' capital-grade units have completely blocked our hopes of breaking into the target system again. The hyperspace defense battle is replayed, and we must stall the enemy strike fleet, even if they are endless."" — Recovered data fragment from planet Ces Cyclops",,,,,
Ac_capital1,SHIP,"On the surface, this warship is merely a variant of a classic Remnant design, but the integrated crew quarters tell you it is not that simple. This ship is managed by a replica of an instance named 'Alice', and its performance parameters have been adjusted to Core Era standards for a single purpose: serving in any future conflict that might occur.

The Pulse (AC)-class is the largest warship Alice can control, at least for now. This capital ship appears to be a fusion of two different philosophies of 'heavy ship countering wolfpacks.' It possesses exaggerated speed for its class, alongside numerous mounts compatible with missile weapons and pre-installed expanded racks. The trade-off is that its paper survivability remains at the level of the Onslaught-class, which is mismatching with its Paragon-grade deployment cost. When you need to deploy this capital ship, it generally indicates that the pressure you face from smaller vessels has reached a high level.

""The invaders' fleet is gradually approaching our jump point, yet research on them remains shrouded in mystery. 'Alice' is constantly repairing the data core of the target capital ship, bringing bad news every time: if these are border rebels that could be driven back by pioneers, why are their automated mechanisms so advanced? If this is truly an enemy of the Domain, why can 'Alice' find Tri-Tachyon trademarks in the data core of their capital ships?"" — Recovered data fragment from planet Ces Cyclops",,,,,
,,,,,,,
Ac_Punch_xiv,SHIP,"A warship built upon the design of the Hegemony's founders—the Domain's 14th Heavy Battlegroup. The series of radical structural modifications using pre-Collapse industrial technology makes it a primary subject for studying the Domain Navy's 'decisive battle' doctrine.

Although classified as a high-speed cruiser, the lack of a highly mobile tactical system makes it difficult to pursue fast targets. The design team of the Punch-class chose a combination of numerous small weapons and a single heavy weapon, allowing it to deliver effective strikes against both light and heavy units.

The Punch-class, as a somewhat 'obsolete' creation, was primarily used by the Luddic Church, whose industrial capacity is quite weak. If you find your companion owning this ship, he is highly likely a pious and brave Luddic knight. However, the First AI War triggered a series of technical exchanges between the Hegemony and the Church. A portion of the Punch-class underwent special modifications, appearing as they do now with new weapons. Although highly likely inferior to the original 14th Battlegroup vessels, it is better than nothing.",,,,,
Ac_Dreamer_xiv,SHIP,"The Dreamer-class is already rare, and this prototype originating from the 14th Battlegroup is exceptionally scarce. The Dreamer (XIV)-class stands as a true fleet emperor in the 'decisive battle doctrine' doctrine, boasting even more exaggerated performance compared to its standard version. It remains unknown whether this ship is a rare flagship from before the First AI War, or a vessel constructed by unknown entities after the Collapse.

A high-speed battleship integrating mobile firepower and heavy armor, believed to be comprehensively improved using legacy technology from Mithril and the Onslaught. The Dreamer-class is a decisive force in the Dominant Era grand fleets, nearly omnipotent, capable of regular line-of-battle duels and defensive operations, as well as initiating single-point assaults to break enemy lines.

From any perspective, the Dreamer-class is an over-engineered design, whether in its oversized hull or its massive number of weapon mounts. This show-off design originated from an advanced ship design project in the golden age of the Domain—intended to display the Domain's formidable technical prowess and industrial capacity, deterring numerous anti-Domain independent organizations. Behind the Dreamer-class were the most authoritative Dominant Era engineers from the Orion Shipyards, joined by fresh blood familiar with Core Era doctrines. They ignored the production bottlenecks of the vessel, acting solely to launch a massive ship symbolizing the entire Dominant Era, and declaring to the sector: 'The era of heavy armor, ballistics, and thermal pulse cannons will never end.'

As a versatile capital ship, the Dreamer-class remains extremely difficult to mass-produce, though several refits before the Collapse achieved spare parts interchangeability with other classic Dominant Era designs like the Onslaught-class. Historical records generally agree that this class never reached remote, undeveloped regions like the Persean Sector. Therefore, the sector's current factions closely monitor any sightings of this type of warship, as any rogue group possessing such a refit would be a threat that the fragile colonies in remote star systems could hardly withstand.",,,,,
Ac_Alice_xiv,SHIP,"A warship built upon the design of the Hegemony's founders—the Domain's 14th Heavy Battlegroup. The series of radical structural modifications using pre-Collapse industrial technology makes it a primary subject for studying the Domain Navy's 'decisive battle' doctrine.

A battlecruiser designed to address the Invincible Fleet's lack of mobile forces. Completely different from its standard version, this specially customized warship is equipped with an additional pair of heavy punishers, yielding greater mobility than the Onslaught and more customizable weapon slots.

Although the early Domain Invincible Fleet left a glorious mark on history and even today's Persean Sector with the steel walls of Onslaughts and Legions, it ultimately could not perform all tasks efficiently. To fill the gap between battleships and cruisers, this ship was born, retaining a formidable weapon layout and heavy armor. Enhanced mobility and a more complete combat system give it greater capability for independent operations.

Although it has long been, and may continue to be, overshadowed by the Onslaught and other large capital battleships, this vessel's great combat versatility secures it a place in this fractured era.",,,,,
,,,,,,,
Ac_derelict_jadewat,SHIP,"A warship carrying the signature of the Derelict but with a noticeably different internal structure. Lacking a serial number, this vessel resembles Derelict automated ships, using simple, reliable systems to control complex machinery, but integrates crew quarters for a standard crew. This ship is perhaps proof of the existence of some brilliant engineers of the past.

""Ignoring scattered old forge spare parts is usually considered a wasteful act. Those remnants of industrial giants are often collected by enthusiasts, but few 'collectibles' are actually useful. The exception is this small remotely-controlled frigate built from a portion of an exploratory mothership—known as the Maxwell-class, a product of blueprint hackers with miraculous endurance.""",,,,,
Ac_derelict_emptiness,SHIP,"A warship carrying the signature of the Derelict but with a noticeably different internal structure. Lacking a serial number, this vessel resembles Derelict automated ships, using simple, reliable systems to control complex machinery, but integrates crew quarters for a standard crew. This ship is perhaps proof of the existence of some brilliant engineers of the past.

""Is it possible to use station-grade sensors on a destroyer-class ship? Although incredible, it is indeed feasible. Installing the core sensor and locator components of an exploratory mothership on a framework with fewer armaments, and reinforcing it with spare parts produced by nanoforges, yields the Doppler-class.""",,,,,
Ac_derelict_scholar,SHIP,"A warship carrying the signature of the Derelict but with a noticeably different internal structure. Lacking a serial number, this vessel resembles Derelict automated ships, using simple, reliable systems to control complex machinery, but integrates crew quarters for a standard crew. This ship is perhaps proof of the existence of some brilliant engineers of the past.

""During those three months besieged in the abandoned mothership, the central nanoforge operated on a tightrope, on the verge of being detected by hyper-wave sensors. Every engineer passed the TriPad containing technical specifications, incomplete blueprints, and testaments to the next person, leaving survival resources and hopes of escape to the last few. When later generations asked me, an old explorer, how I broke through the blockade of [DATA EXPUNGED] and became a legend, I would only reply: 'It was because of the will of Ulysses,' which was both the name of this salvation ship and the name of that heroic engineering team.""",,,,,
,,,,,,,
Ac_lance,SHIP,A post-Second AI War drone armed with PD weapons and a high-impact cannon. Formidable but lengthy rearmament.,"""We are still missing a navigation beacon supporting free movement to make it perfect, but unfortunately the internal space crowded by prototype equipment no longer supports further improvements. — Chat logs between Engineer Andrew and the new Producer""",,,,
Ac_ash,SHIP,A drone lethal to small craft. High-dispersion lasers shred shields and hulls.,,,,,
Ac_reflection,SHIP,"A shieldless fighter loaded with weapons. Durable and fast, but slow to rearm.",,,,,
Ac_greatsword,SHIP,A heavy fighter with long-range armament.,"""The space planning of the finished product is excellent. It can already be called a micro-gunboat, and its output potential is even greater than some shuttles. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_Dwarf,SHIP,A mining drone modified for harsh environments.,,,,,
Ac_grinder,SHIP,"A relatively rare strike fighter, equipped with a pair of self-defense autocannons and a pair of compromised burst-specialized pulse cannons for disabling small vessels.","""The ammunition bay cannot be larger. I don't want this thing to turn into a bomber version of the Talon for projection and firepower. Even though its expected targets usually have no anti-air weapons. — Chat logs between the new Producer and Engineer Andrew""",,,,
AC_star,SHIP,"What else can we say about the Star bomber? It's simply a flying Tachyon Lance, posing a major threat to any ship.",,,,,
Ac_thunderDragon,SHIP,"A heavy anti-ship fighter born during the Second AI War. The Thunder Dragon-class is equipped with standard anti-ship armaments and a highly reinforced frame. Its kinetic-explosive hybrid design allows it to shred light craft and suppress large ships with weak shields. The open flux-vent design allows it to fully support its devastating weaponry, while an extra damage control system helps it adapt to the harshest environments.","""The space planning of the finished product is excellent. It can already be called a micro-gunboat, and its output potential is even greater than some shuttles. — Chat logs between the new Producer and Engineer Andrew""",,,,
,,,,,,,
Ac_ioncannon,WEAPON,A long-range ion cannon integrated into ship hulls due to size.,"-""I want to figure out as soon as possible how this weapon is directly connected to the ship's reactor. Its spatial footprint is much smaller than expected, looking completely unlike a variant of the thermal pulse family. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_miningblaster,WEAPON,A post-Second AI War weapon designed for Lance drones.,,,,,
Ac_heavycannon,WEAPON,A large-bore short-barrel cannon stressing grids but threatening armor and shields.,"-""Mjolnir Cannon? This time it really looks like one. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_lightag,WEAPON,An ultra-light AG assault gun piercing armor with precision.,,,,,
Ac_mortar,WEAPON,A split heavy mortar firing reduced charges—still armor-cracking.,"-""Just in case some ships don't have a single missile slot. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_laser,WEAPON,A specialized laser used in material cutting.,"-""Hopefully nobody thinks about stuffing this into a Wasp or some other interceptor. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_quadruple_flak,WEAPON,A quad-linked flak cannon annihilating missiles and fighters at range.,"-""Large ballistic slots are no longer such precious resources, there's no harm in yielding them to more practical point defense weapons. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_constraintsblaster,WEAPON,A long-range energy weapon limited only by magnetic constraints.,"-""Before seeing this, I had always questioned the raison d'être of the Scintilla-class. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_oerlikon,WEAPON,An antique PD gun designed against Claw interceptors. Also damages light armor.,"-""Devastator? It looks even less like it. — Chat logs between the new Producer and Engineer Andrew""",,,,
AC_impulsecannon,WEAPON,A weak particle accelerator with ultra-high velocity via magnetic rails.,"-""Ion Pulser? Doesn't look like it. — Chat logs between the new Producer and Engineer Andrew""",,,,
,,,,,,,
Ac_constraitdriver,WEAPON,"The Constraint Driver is one of the most fearsome large energy weapons in the Persean Sector. An upscaled version of the Constraint Blaster, its larger base supports extended magnetic rails, drastically boosting projectile damage and velocity at the cost of poorer flux efficiency.","-""Won't such a straightforward modification get us a lawyer's letter from Tri-Tachyon? — Chat logs between Engineer Andrew and the new Producer""",,,,
Ac_sin,WEAPON,"A fixed Hellbore firing reduced charges. Enhanced firing mechanisms make it devastating. Tavern rumors claim: ""This gun kills anything—common or otherwise.""","-""A simple concept with significant results, though unfortunately it's modular. After all, there aren't many perfect high-explosive ballistic weapons in the Persean Sector. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_protonCannon,WEAPON,"A highly compatible weapon modeled after the proximity mine launcher, featuring the smallest base among large weapons. The unstable proton clouds fired by this energy cannon possess a highly respectable blast radius, but its effective range is even shorter than standard large energy weapons.","-""We are out of options. That experimental carbon battery can only support shots of that power at most, and we have to use it to ensure we don't blow our flux. — Chat logs between Engineer Andrew and the new Producer""",,,,
AC_bigHammer,WEAPON,"A piece of mining equipment. The manual says 'Do not disassemble for ship mount', yet it paradoxically features a standard weapon mount interface. While its damage to rock strata is not exaggerated, its special warhead can dissolve substances harder than rock.","-""Mining Blasters are generally used to find weak spots in asteroids and metallic surfaces, whereas the 'Big Rip' can tackle the crustal substrate of diamond planets. Though, in the end, we found that warship hulls might not even be as tough as rock strata. — Data recorded by the new Producer in the dev log""",,,,
Ac_skadiGun,WEAPON,"An imitation or miniature version of something that 'might be high-tech equipment'. This weapon can project a stream of cryogenic particles close to absolute zero. Since its coolant source is typical ship refrigerant, its actual damage and projectile velocity are heavily compromised.","-""So the equipment sample we spent so much effort to acquire... is just this? — Chat logs between the new Producer and Engineer Andrew""",,,,
AC_shmg,WEAPON,"A weapon sitting between the autocannon and the heavy machine gun. Its projectile damage and continuous output are terrifyingly high, but its awful spread and short range limit its effectiveness. The Retribution-class might like this thing.","-""It is really extremely loud. Hopefully those customers have done proper soundproofing on their hulls. — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_hullBreaker,WEAPON,"An intimidatingly large anti-hull weapon capable of spitting massive amounts of molten slag. Although this 'waste' cannot threaten standard armor, the strong-interaction particles within will puncture and tear at the target's hull; it is only a matter of time before severe consequences occur.","-""Okay, let's call this metal particle that can melt... weld... drill through the target in one shot 'slag'. But by the way, where did you get this industrial waste? — Chat logs between Engineer Andrew and an unknown buyer""",,,,
Ac_gazer_pod,WEAPON,"A simple upscaled product of a DEM weapon. Packaging an optimized Gazer launcher with an anti-radiation polymer shell yields this weapon, with adjustments enhancing its flight speed and reload rate.","-""*(Beautiful Ancyra swear words)*, can this group of authoritative engineers not even produce a decent large missile weapon? — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_os_launcher,WEAPON,"Yes, you saw that right, it fires an 'On-Slay-er'—specifically, a solid metal miniature model of an Onslaught-class battleship. No one knows what the creator was thinking when designing this, but you can throw this model hard at an enemy ship's head. I guarantee it will instantly overload any ship below a cruiser in one hit.","-""So you're saying we could set up a toy assembly line to rake in high profits? — Chat logs between the new Producer and Engineer Andrew""",,,,
Ac_teslaLance,WEAPON,"A heavy weapon of unknown origin, similar to Tri-Tachyon products only in minor technical details. This dual-linked lance can support heavy burst weapons, rapidly disabling enemies in high-flux states, if you are willing to 'sacrifice' a large energy slot.","-""We have probably unlocked the full potential of the ion beam... so our next step is to market automated repair systems? — Chat logs between Engineer Andrew and the new Producer""",,,,
Ac_constraintGun,WEAPON,"An extremely miniaturized Constraint Blaster, sacrificing considerable damage and velocity, but remaining practical and resolving some energy efficiency issues.","-""Is this right? A small energy weapon doing long-range sniping? — Chat logs between Engineer Andrew and the new Producer""",,,,
Ac_punisher,WEAPON,"Don't be fooled by the stubby appearance of this gun. An upscaled version of the Heavy Mauler, the Heavy Punisher is a general-purpose high-explosive weapon manufactured by the Hegemony's military factories to address anti-armor issues for large ballistic mounts, suitable for most scenarios.",,,,,
Ac_narwal,WEAPON,"An extremely intimidating cryo-cannon. The technical details of the Narwhal cannot be described normally; it not only inflicts massive damage regardless of the target, but also has the added effect of countering heavy shields.","-""New tests prove the possibility of polarity reversal in classic shield fields under sample influence. Indeed, there is no physics to speak of below absolute zero. — Chat logs between Engineer Andrew and the new Producer""",,,,
Ac_big_phase_beam,WEAPON,"Not just a simple upscaled Phase Lance—it has longer range, shorter beam duration, and deals more damage to armor.",,,,,
Ac_monarch,WEAPON,"A unique ballistic weapon. Instead of using conventional ammunition belts or loaders, it connects to a container of raw materials, 'printing' quantum projectiles in the center of the pulse rail and firing them at high speed. The instability of the projectiles makes it more effective at tearing apart ship structures.",,,,,
,,,,,,,
Ac_tachyonlance_noflux,WEAPON,"A single-shot Tachyon Lance. The special emitter structure prevents it from generating flux, and its beam duration is drastically shortened without reducing power.",,,,,
AC_bigHammer_2,WEAPON,"A piece of mining equipment directly connected to a high-capacity ammo forge, unable to be detached. While its damage to rock strata is not exaggerated, its special warhead can dissolve substances harder than rock.","-""Mining Blasters are generally used to find weak spots in asteroids and metallic surfaces, whereas the 'Big Rip' can tackle the crustal substrate of diamond planets. Though, in the end, we found that warship hulls might not even be as tough as rock strata. — Data recorded by the new Producer in the dev log""",,,,
,,,,,,,
Ac_oerlikon_test,WEAPON,"Developer test weapon, used to test projectiles that force-reduce structural value. If you see this, please ignore it.",,,,,
,,,,,,,
#战术系统,,,,,,,
jets_ac,SHIP_SYSTEM,"Temporarily operates the engines at full power, significantly increasing maneuverability and top speed.",Mobility,,,,
jets_ac_2,SHIP_SYSTEM,"Temporarily overloads the engines, greatly increasing maneuverability and top speed. Includes 2 extra charges.",Mobility,,,,
mine_strike_ac,SHIP_SYSTEM,Deploys heavy mines from phase space. Fewer charges due to lighter capacitors.,Offense,,,,
highspeedcharger_ac,SHIP_SYSTEM,"Activates backup capacitors to boost energy weapon rate of fire, slightly increasing flux.",Special,,,,
teleporter_ac,SHIP_SYSTEM,Teleports the ship via shallow phase interaction.,Offense,,,,
acausaldisruptoreng_ac,SHIP_SYSTEM,"Disrupts engine regulators, temporarily immobilizing ships.",Special,,,,
temporalshellweak_ac,SHIP_SYSTEM,"A weaker, flexible ""Temporal Shell"" with lower flux cost.",Offense,,,,
temporalshellweakre_ac,SHIP_SYSTEM,"Accelerates local timeflow, mildly boosting engines. Generates moderate flux.",Offense,,,,
plasmajets_ac,SHIP_SYSTEM,Dramatically increases speed and mobility briefly.,Mobility,,,,
,,,,,,,
quickattack_ac,SHIP_SYSTEM,Disables most weapons. Ballistics gain +500% fire rate and -25% flux.,Offense,,,,
quickattack_ac_1,SHIP_SYSTEM,Disables most weapons. Ballistics gain +500% fire rate and -25% flux.,,,,,
overload_ac,SHIP_SYSTEM,Overloads weapons: +25% damage and fire rate (excluding missiles). No adverse effects.,Offense,Increases non-missile weapon damage by 25% and non-missile rate of fire by 25% for a duration.,,,
overload_ac_1,SHIP_SYSTEM,Overloads weapons: +25% damage and fire rate (excluding missiles). No adverse effects.,,Increases non-missile weapon damage by 25% and non-missile rate of fire by 25% for a duration.,,,
hardening_ac,SHIP_SYSTEM,"Activates temporary hardening, causing beam weapons to inflict hard flux.",Special,,,,
,,,,,,,
firecontrolink_ac,SHIP_SYSTEM,Grants +20% weapon range to non-capital allies within 3000su.,Special,,,,
,,,,,,,
linkteleporter_ac,SHIP_SYSTEM,"Teleports in a direction, relocating nearby fighters within 2000su.",Special,,,,
reload_ac,SHIP_SYSTEM,Reloads all non-missile weapons.,Offense,,,,
paragonSSkill,SHIP_SYSTEM,"Grants the following bonuses based on the type of weapon installed in the largest synergy/composite slot:
Ballistic: +50% non-missile weapon fire rate
Missile: +100 top speed and +50% maneuverability
Energy: +50% non-missile weapon damage",Special,Grants different bonus effects depending on the weapon in the largest synergy/composite slot.,,,
recallPlus_ac,SHIP_SYSTEM,"A classic recall device, but featuring multiple charges.",Offense,,,,
prototypeRadar,SHIP_SYSTEM,"Provides a 40% weapon range bonus and a 2x rate of fire bonus while suppressing weapon spread; when inactive, it provides a small range bonus. The system occupies a massive amount of space, and its user's mounts are typically extremely sparse.",Special,"Significantly increases weapon range and rate of fire for a duration, providing a minor range bonus when inactive.",,,
,,,,,,,
powerfield_ac,SHIP_SYSTEM,"Scrambles the target's fire control servos and damage control systems, reducing component repair speed and weapon rate of fire by 50%.",Special,,,,
missleDrive_ac,SHIP_SYSTEM,"Sprints forward at extreme speed, during which the rate of fire and ammo recovery rate of missile weapons are massively increased. Due to the high velocity, the ship will slide forward a distance after the system ends.",Offense,,,,
